ed                   mev
0.000118864053558  -1.74927113703e-05
0.000973372206025  -0.00127696793003
0.00206180758017  -0.00237900874636
0.00481122988878  -0.00356851311953
0.00731290357413  -0.00421574344023
0.0104023323615  -0.00461807580175
0.0145563546053  -0.00491545189504
0.0192998596264  -0.00505539358601
0.0254638591945  -0.00510787172012
0.0326941798942  -0.00514285714286
0.0691978835979  -0.00514285714286
