       q                   u
 0.20000000E+03     -0.65923409E-02
 0.30000000E+03     -0.11546839E-01
 0.35000000E+03     -0.16295089E-01
 0.40000000E+03     -0.23155063E-01
 0.45000000E+03     -0.33167255E-01
 0.48000000E+03     -0.42269329E-01
 0.50000000E+03     -0.50838873E-01
 0.51000000E+03     -0.56653056E-01
 0.51500000E+03     -0.60933598E-01
 0.52000000E+03     -0.74593054E-01
