     id                xc                yc                zc                ra                vx                vy                vz     ct
     72    2.93029086e-01    9.80363171e-01    5.00000000e-02    4.94000000e-02    1.68413882e-02    1.59063806e-02    0.00000000e+00     -1
     73    3.81194793e-01   -2.53614817e-01    5.00000000e-02    4.94000000e-02    5.44414298e-03   -1.20546940e-02    0.00000000e+00     -1
     74   -1.02589197e+00   -8.37048036e-01    5.00000000e-02    4.94000000e-02   -1.96075859e-02    7.36036910e-03    0.00000000e+00     -1
     75   -5.08153151e-01   -3.27364088e-01    5.00000000e-02    4.94000000e-02   -8.43070898e-03   -2.04425710e-02    0.00000000e+00     -1
     76   -5.62892825e-01    2.00568715e-01    5.00000000e-02    4.94000000e-02    7.93733172e-03    1.30888904e-02    0.00000000e+00     -1
     77   -8.22546920e-01   -3.01755237e-02    5.00000000e-02    4.94000000e-02    1.91518296e-02    6.28326597e-03    0.00000000e+00     -1
     78   -7.01175381e-01    4.25153313e-02    5.00000000e-02    4.94000000e-02    2.87803064e-03   -3.69003121e-03    0.00000000e+00     -1
     79   -4.17567688e-01   -6.13615231e-01    5.00000000e-02    4.94000000e-02    1.14680034e-02    6.93270733e-03    0.00000000e+00     -1
     80   -3.88216975e-01    1.16362711e+00    5.00000000e-02    4.94000000e-02    1.98780133e-02   -1.81962694e-02    0.00000000e+00     -1
     81    6.58526964e-01    6.79876785e-01    5.00000000e-02    4.94000000e-02   -1.03160966e-02   -1.92666093e-02    0.00000000e+00     -1
     82    5.30413894e-01    8.77283555e-01    5.00000000e-02    4.94000000e-02   -2.25418770e-02   -2.54474440e-03    0.00000000e+00     -1
     83   -6.26544541e-02   -6.93880993e-01    5.00000000e-02    4.94000000e-02    1.82590606e-02   -2.03040245e-02    0.00000000e+00     -1
     84    3.77087782e-01   -4.75768556e-01    5.00000000e-02    4.94000000e-02    1.54547654e-02   -1.84148928e-02    0.00000000e+00     -1
     85    6.74084050e-01   -1.01482540e-01    5.00000000e-02    4.94000000e-02    9.60382211e-03   -2.87198824e-03    0.00000000e+00     -1
     86    2.15128100e-01   -9.14132926e-01    5.00000000e-02    4.94000000e-02    3.93174236e-03    1.49496096e-03    0.00000000e+00     -1
     87   -3.31399581e-01    2.28108616e-01    5.00000000e-02    4.94000000e-02   -9.78572731e-03    1.94361663e-02    0.00000000e+00     -1
     88    7.91539920e-01   -6.39225096e-01    5.00000000e-02    4.94000000e-02   -2.14954898e-02   -2.00581289e-02    0.00000000e+00     -1
     89    9.07866471e-01   -3.42736663e-01    5.00000000e-02    4.94000000e-02   -7.78745209e-03    1.57454333e-02    0.00000000e+00     -1
     90    6.67817595e-01   -5.82074639e-01    5.00000000e-02    4.94000000e-02    6.29820541e-03    1.68051874e-02    0.00000000e+00     -1
     91    2.69860809e-01   -7.24750588e-01    5.00000000e-02    4.94000000e-02   -1.95133655e-02    8.73026218e-03    0.00000000e+00     -1
     92   -2.37149636e-01   -7.19154339e-01    5.00000000e-02    4.94000000e-02   -9.21709844e-03   -3.29957156e-03    0.00000000e+00     -1
     93   -8.28662972e-01    7.88303761e-02    5.00000000e-02    4.94000000e-02    2.76988681e-03   -2.42710328e-02    0.00000000e+00     -1
     94   -2.82798849e-01   -2.87484783e-01    5.00000000e-02    4.94000000e-02   -9.72959969e-03    1.18703865e-02    0.00000000e+00     -1
     95    3.59181514e-01   -5.74932379e-01    5.00000000e-02    4.94000000e-02    2.61581979e-03    2.09795446e-02    0.00000000e+00     -1
     96    7.43484711e-01    4.46367275e-01    5.00000000e-02    4.94000000e-02    9.89241115e-03   -9.40247638e-03    0.00000000e+00     -1
     97   -1.18558855e+00    3.50133705e-01    5.00000000e-02    4.94000000e-02    1.64799186e-03    1.71954816e-02    0.00000000e+00     -1
     98   -2.38298286e-01    4.44357002e-02    5.00000000e-02    4.94000000e-02   -6.89228344e-03    1.09433617e-02    0.00000000e+00     -1
     99    4.26749670e-01    7.24552079e-01    5.00000000e-02    4.94000000e-02   -1.73562099e-02   -2.33553675e-02    0.00000000e+00     -1
