      Ea             Sa
0.0                 0.0
0.00012502189874  4042.58707735
0.000480577808215  8087.72237175
0.000866831769896  12055.4555734
0.00120701874532  16100.4316043
0.00163933969326  19990.9219768
0.00208714902292  24114.7334724
0.0039795585214  28098.0745035
0.00769967669496  29768.7493032
0.0120191832964  31445.635382
