u p
0  0
0.00997506234414  0.985691573927
0.0189526184539  2.00317965024
0.0274314214464  2.98887122417
0.0359102244389  4.03815580286
0.0463840399002  5.02384737679
0.0548628428928  5.97774244833
0.0633416458853  7.02702702703
0.0738154613466  8.01271860095
0.0822942643392  8.99841017488
0.0907730673317  10.0158982512
0.0992518703242  11.0333863275
0.111221945137  11.987281399
0.123690773067  13.0365659777
0.140648379052  14.0858505564
0.159600997506  15.039745628
0.183541147132  16.0254372019
0.214463840399  17.0111287758
0.262344139651  18.0604133545
0.350124688279  19.0143084261
0.360099750623  19.0461049285
