u                P
0.0             0.0
0.601311129738  8.46988940742
0.804267516293  9.64128325681
1.00027481372  10.0496607972
1.20406260242   9.67154032003
1.4033804263    8.48139822901
1.60076019711   6.33184735729
1.79849628313   3.51821891705
1.99661507806  -0.0086780227334
2.19526174738  -4.51939358256
2.39174601701  -9.57139500956
