ed                   q
-0.000113475650712  0
0.000549355650211  25.4078656982
0.000987905665022  47.0523448158
0.00311357160439  89.8633703103
0.0074029512013  121.838138666
0.011363918915  136.873662385
0.0160104130597  145.316918302
0.0181654491675  146.716006325
0.0223630469881  148.103079279
0.0250854613494  149.498829782
0.0347302241561  150.383272354
0.0687729193697  150.183021206
